日期,M0330255,K0182681,T1807286,M0340585,M0051559,M0051566,S0105896,S0105899,S0031645,M0000005
2015-11-30,4698.5424,2336.2903,7408.3988,6.398,164.755,155.3233,821.47,1296.58,1061.9,41.65
2015-11-27,4672.1795,2334.44,7376.1243,6.3875,164.5128,155.2004,828.89,1321.8,1057.4,41.71
2015-11-26,4992.8174,2450.9624,7874.0797,6.3875,164.4953,155.1184,833.65,1327.68,1071,
2015-11-25,5010.1085,2459.5633,7922.3841,6.3875,164.3822,155.056,825.96,1314.38,1068,43.04
2015-11-24,4932.7778,2447.9039,7798.4975,6.3882,164.2125,154.9854,818.59,1304.15,1076.4,42.87
2015-11-23,4896.5052,2456.8404,7744.1822,6.389,163.9861,154.9165,805.9,1288.14,1070.5,41.75
2015-11-20,4935.4392,2466.7568,7806.2655,6.3835,163.934,154.8999,812.6,1310.77,1081.75,40.39
2015-11-19,4885.4282,2468.488,7718.622,6.3825,163.8268,154.8511,810.35,1299.14,1082.6,40.54
2015-11-18,4764.7018,2439.4469,7526.9417,6.3834,163.8817,154.9416,822.86,1321.55,1067.75,40.75
2015-11-17,4841.9881,2453.2569,7650.3808,6.37,164.0189,154.934,826.77,1330.73,1079.2,40.67
2015-11-16,4870.8526,2447.2933,7718.8548,6.37,163.9757,154.9018,832.29,1354.99,1084.75,41.74
2015-11-13,4792.6335,2447.7733,7567.108,6.3735,163.9793,154.8819,838.81,1361.58,1081.5,40.74
2015-11-12,4885.434,2476.4292,7682.4517,6.369,163.863,154.7832,841.21,1370.34,1087.4,41.75
2015-11-11,4896.0966,2505.8297,7684.666,6.367,163.8661,154.7866,839.67,1363.99,1085.9,42.93
2015-11-10,4838.1778,2522.6834,7575.0084,6.3603,163.4517,154.7761,845.9,1384.56,1087.1,44.21
2015-11-09,4818.9154,2534.0841,7543.8014,6.3619,163.3155,155.0911,846.4,1394.57,1089.6,43.87
2015-11-06,4737.9198,2493.4843,7446.8471,6.3528,164.13,155.4696,848.86,1396.94,1088.9,44.29
2015-11-05,4610.1349,2440.6507,7276.4505,6.3461,164.0384,155.4719,848.93,1395.36,1106.3,45.2
2015-11-04,4559.8916,2370.5032,7267.9884,6.3359,164.0114,155.522,857.96,1410,1114.7,46.32
2015-11-03,4321.2562,2271.6533,6920.1029,6.3361,164.4208,155.5595,854.1,1401.49,1123.1,47.9
2015-11-02,4328.9521,2280.0924,6936.4315,6.3374,164.6641,155.564,860.91,1414.1,1134,46.14
2015-10-30,4423.9262,2312.9738,7084.9706,6.3181,164.5648,155.4928,861.5,1419.18,1142.35,46.59
2015-10-29,4428.6489,2307.345,7108.9748,6.3567,164.6853,155.4807,864.67,1424.71,1148.6,46.06
2015-10-28,4397.0567,2310.7026,7048.8952,6.3592,165.0061,155.3325,864.33,1422.06,1179.6,45.94
2015-10-27,4506.0098,2349.9042,7231.4362,6.3532,165.0521,155.0504,868.68,1440.65,1165.7,43.2
2015-10-26,4481.5407,2350.0196,7186.7548,6.3532,164.6394,154.8982,869.46,1435.08,1166.4,43.98
2015-10-23,4448.3661,2343.9648,7138.2344,6.3491,164.3074,154.5551,878.27,1447.5,1161.25,44.6
2015-10-22,4335.0177,2331.7909,6964.2976,6.358,164.3108,154.4143,876.48,1439.4,1167,45.38
2015-10-21,4197.7536,2340.3603,6712.7386,6.3493,164.258,154.365,871.28,1438.23,1167.1,45.2
2015-10-20,4446.952,2337.0801,7162.0754,6.3484,164.232,154.2309,875.57,1449.2,1177.75,45.55
2015-10-19,4367.6026,2318.4716,7047.3718,6.3601,163.7922,154.1111,875.83,1452.4,1175.4,45.89
2015-10-16,4365.8373,2323.7752,7047.5599,6.3529,163.5701,154.0178,881.32,1458.51,1180.85,47.26
2015-10-15,4291.0238,2297.9014,6929.2374,6.3462,163.9621,153.9497,887.43,1473.94,1184.25,46.38
2015-10-14,4153.5132,2253.9082,6724.4957,6.3477,164.1174,153.9004,886.61,1469.43,1173.9,46.64
2015-10-13,4210.5675,2270.9481,6802.0769,6.3423,163.4988,153.6406,888.57,1477.05,1165.2,46.66
2015-10-12,4176.7736,2283.4292,6718.7221,6.323,163.315,153.4772,892.14,1489.74,1164.9,47.1
2015-10-10,,,,,163.4563,153.3932,,,,
2015-10-09,4000.7162,2219.2937,6470.0514,6.3453,163.3738,153.331,894.66,1493.86,1151.55,49.63
2015-10-08,3934.5299,2191.3432,6372.4924,6.3535,162.7701,153.2666,878.7,1448.72,1140,49.43
2015-10-07,,,,6.356,,,,,1144.6,47.81
2015-10-06,,,,6.356,,,,,1147.5,48.53
2015-10-05,,,,6.356,,,,,1139.75,46.26
2015-10-02,,,,6.356,,,,,1140.75,45.54
2015-10-01,,,,6.356,,,,,1119,44.74
2015-09-30,3777.8516,2146.118,6123.7274,6.3571,162.6074,153.0586,870.64,1441.03,1114,45.09
2015-09-29,3758.1244,2127.2026,6103.6058,6.3636,162.4642,153.0138,866.54,1429.43,1132.1,45.23
2015-09-28,3839.4274,2169.941,6219.6917,6.3688,162.3615,152.8851,875.58,1441.72,1131.05,44.43
2015-09-25,3779.7617,2183.4036,6108.3764,6.3741,162.1285,152.792,885.75,1471.77,1146.65,45.7
2015-09-24,3900.541,2188.0879,6315.1101,6.3833,162.1042,152.748,883.29,1468.41,1154.5,44.91
2015-09-23,3851.4532,2178.546,6224.6006,6.3837,162.0499,152.711,883.34,1468.54,1131.35,44.48
2015-09-22,3922.8834,2237.3135,6295.9258,6.376,162.1165,152.6791,886.71,1479.03,1122.9,45.83
2015-09-21,3887.1021,2214.4483,6250.4393,6.3691,162.2281,152.662,893.48,1494.94,1133.25,46.68
2015-09-18,3763.1659,2198.9898,6036.8814,6.3643,162.3277,152.6129,892.7,1510.94,1141.5,44.68
2015-09-17,3721.237,2194.8233,5965.409,6.366,162.2339,152.5626,896.61,1521.47,1117.5,46.9
2015-09-16,3806.5007,2241.9486,6084.8367,6.3709,162.2232,152.4745,898.9,1525.56,1117.6,47.15
2015-09-15,3556.587,2175.1725,5708.0299,6.37,162.2754,152.3708,890.47,1508.84,1105.95,44.59
2015-09-14,3766.1446,2228.1535,6049.7904,6.3679,162.1014,152.3292,896.62,1530.33,1104.8,44
2015-09-11,3983.5079,2195.3905,6493.3191,6.375,162.015,152.2475,904.39,1548.95,1100.25,44.63
2015-09-10,3963.5204,2208.4814,6440.3093,6.3771,161.943,152.1968,905.53,1551.72,1109.5,45.92
2015-09-09,4030.5192,2211.1995,6551.0072,6.3778,161.9329,152.2334,898.94,1539.43,1109.85,44.15
2015-09-08,3898.5718,2180.1306,6374.8551,6.3672,161.895,152.2703,890.34,1508.88,1121.15,45.94
2015-09-07,3737.9917,2133.9783,6143.5566,6.3659,161.9011,152.2105,884.46,1499.06,1119.5,
2015-09-06,,,,,162.1237,152.2689,,,,
2015-09-04,,,,6.3559,,,,,1118.25,46.05
2015-09-03,,,,6.3559,,,,,1128,46.75
2015-09-02,3781.3288,2243.6313,6122.5533,6.3559,162.1557,152.1516,887.41,1509.89,1137.75,46.25
2015-09-01,3851.2126,2230.321,6169.2072,6.3645,162.1592,152.0805,889.73,1507.95,1142.3,45.41
2015-08-31,4015.5468,2210.4467,6581.3127,6.3885,162.0434,152.0192,886.91,1507.34,,49.2
2015-08-28,4104.6349,2159.9579,6842.8938,6.3889,161.58,151.9146,892.71,1506.11,1135,45.22
2015-08-27,3858.3369,2094.7223,6456.0548,6.4053,161.4247,151.8473,883.08,1486.9,1119,42.56
2015-08-26,3655.7211,1942.4498,6238.5256,6.411,161.0015,151.8421,871.58,1468.72,1120.75,38.6
2015-08-25,3767.892,1914.0515,6481.4117,6.4129,160.8425,151.8459,873.55,1464.44,1137.5,39.31
2015-08-24,4128.3529,2058.2515,7006.1885,6.4044,160.6908,151.7666,874.74,1460.36,1166.5,38.24
2015-08-21,4571.8944,2271.3586,7612.9024,6.3888,160.5039,151.6516,904.58,1508.15,1156.5,40.45
2015-08-20,4858.8353,2356.9173,8049.5116,6.389,160.3845,151.5913,901.48,1503.71,1147.7,41.14
2015-08-19,5051.6627,2430.2809,8340.9828,6.3958,160.4087,151.5788,907.05,1507.85,1126.15,40.8
2015-08-18,4935.0459,2407.9666,8161.2687,6.3938,160.4461,151.5357,907.47,1515.11,1111.45,42.62
2015-08-17,5359.8336,2550.4668,8820.4567,6.3947,160.4401,151.5339,913.7,1522.4,1118.8,41.87
2015-08-14,5294.4142,2577.0381,8625.2423,6.3918,160.451,151.422,919.4,1531.62,1118.25,42.5
2015-08-13,5263.6992,2580.7779,8534.4288,6.3988,160.3561,151.4079,925.28,1541.11,1116.75,42.23
2015-08-12,5134.7812,2561.1265,8336.3365,6.387,160.1982,151.4222,920.56,1521.79,1119,43.3
2015-08-11,5211.5926,2590.7101,8435.3271,6.3248,160.3466,151.4338,907.85,1508.25,1108.25,43.08
2015-08-10,5197.4941,2617.6592,8394.0862,6.2096,160.6809,151.6265,895.6,1489.79,1097,44.96
2015-08-07,4917.9309,2503.7961,8013.3187,6.2097,160.7299,151.4641,893.22,1491.84,1093.5,43.87
2015-08-06,4763.1945,2467.5246,7792.0278,6.2097,160.6023,151.2982,893.24,1501.2,1089.75,44.66
2015-08-05,4799.8174,2487.0616,7839.3375,6.2096,160.4823,151.1868,899.87,1512.04,1085.1,45.15
2015-08-04,4875.064,2534.7111,7942.0952,6.2096,160.5298,151.098,896.84,1501.85,1090.65,45.74
2015-08-03,4626.3626,2479.7243,7540.2053,6.2097,160.5147,151.0819,893.27,1488.82,1091.9,45.17
2015-07-31,4743.5066,2461.2401,7727.0608,6.2097,160.5407,150.9962,901.52,1506.17,1098.4,47.12
2015-07-30,4799.3298,2467.3671,7800.5799,6.2096,160.8579,150.9245,900.94,1504.06,1087.5,48.52
2015-07-29,4962.1658,2531.4449,8022.7956,6.209,160.9081,150.9166,906.05,1520.87,1090.25,48.79
2015-07-28,4734.7838,2485.6742,7649.8199,6.2094,160.7895,150.7632,896.08,1490.28,1096.2,47.98
2015-07-27,4844.7753,2493.2903,7794.1809,6.2095,160.6758,150.6175,892.68,1482.2,1100,47.39
2015-07-24,5330.2106,2741.0438,8425.0739,6.2096,160.6155,150.593,895.13,1471.06,1080.8,48.14
2015-07-23,5420.5878,2790.7639,8551.9909,6.2095,160.3782,150.4294,907.1,1491.04,1097.4,48.45
2015-07-22,5248.824,2739.7856,8320.2364,6.2094,160.1958,150.3116,907.49,1483.19,1088.6,49.19
2015-07-21,5204.1691,2772.7737,8220.4627,6.2096,160.1723,150.1698,916.12,1519.15,1105.6,50.36
2015-07-20,5134.0461,2783.7614,8116.4956,6.2097,160.2692,150.1322,915.64,1514.53,1104.6,50.15
2015-07-17,5054.5184,2807.0649,7994.6971,6.2095,160.2277,150.0148,910.59,1497.86,1132.8,50.89
2015-07-16,4778.077,2742.8468,7578.7585,6.2095,160.0729,149.9733,913.42,1498.72,1144.4,50.91
2015-07-15,4711.8463,2757.9508,7405.2945,6.2092,159.9479,149.9462,916.04,1496.06,1147.4,51.41
2015-07-14,4974.9568,2763.0728,7859.0574,6.2089,159.9591,149.9158,915.5,1493,1157.4,53.04
2015-07-13,4954.8411,2869.0511,7695.6351,6.2084,160.1032,149.8795,914.4,1483.91,1154,52.2
2015-07-10,4697.1833,2898.4101,7244.7842,6.2092,160.0568,149.8755,916.28,1485.27,1159.3,52.74
2015-07-09,4362.9793,2781.0767,6896.3516,6.2088,160.4527,149.7817,916.16,1486.44,1164.25,52.78
2015-07-08,4015.7182,2608.9765,6602.3735,6.2089,160.3738,149.8976,883.01,1410.93,1158.5,51.65
2015-07-07,4349.6699,2812.4457,6763.5263,6.21,160.483,149.7091,921.61,1480.11,1156.25,52.33
2015-07-06,4588.1708,2749.9982,7235.999,6.2091,160.1459,149.1769,935.91,1519.62,1166,52.53
2015-07-03,4635.2585,2582.2655,7355.491,6.2057,159.4214,148.8215,960.87,1573.27,1167.95,
2015-07-02,4975.3161,2714.2469,7835.1035,6.2047,159.2045,148.7808,962.12,1581.82,1165.25,56.93
2015-07-01,5295.6058,2736.8473,8411.9097,6.2014,159.2354,148.7725,958.94,1568.43,1168,56.96
2015-06-30,5631.7365,2870.0253,8906.0202,6.201,159.2918,148.7785,950.07,1575.51,1171,59.47
2015-06-29,5301.2064,2678.3683,8484.6434,6.2088,159.2485,148.7945,963.78,1604.17,1176,58.33
2015-06-26,5633.918,2736.695,9078.0648,6.209,159.1904,148.6989,965.76,1618,1170.5,59.63
2015-06-25,6178.1612,2943.9898,9906.1037,6.2094,159.1951,148.7168,963.98,1614.6,1172.65,59.7
2015-06-24,6437.5464,3045.2444,10267.6266,6.2071,159.1631,148.7018,972.94,1632.77,1173.75,60.27
2015-06-23,6286.6925,3003.1629,10046.8849,6.2067,159.2083,148.7246,969.52,1613.03,1178,61.01
2015-06-22,,,,,,,,,1185.5,59.68
2015-06-19,6180.0311,2903.0573,9987.4074,6.2095,159.2914,148.6785,967.05,1614.32,1203.4,59.61
2015-06-18,6645.5906,3068.4878,10731.3787,6.2078,159.2518,148.6649,965.58,1616.72,1201.85,60.45
2015-06-17,6922.5986,3211.7065,11100.5456,6.2096,158.9312,148.6693,966.19,1606.37,1178,59.92
2015-06-16,6788.3894,3179.6524,10879.8358,6.2085,158.8648,148.6595,974.08,1628.29,1177.75,59.97
2015-06-15,7067.8356,3262.4793,11332.892,6.209,158.5369,148.6752,975.31,1646.4,1181.4,59.52
2015-06-12,7224.2644,3350.2482,11545.8906,6.2083,158.8168,148.6906,978.57,1651.64,1182.8,59.96
2015-06-11,7132.1322,3347.1161,11366.2931,6.2066,158.7914,148.7,995.63,1680.29,1178.5,60.77
2015-06-10,7049.3456,3370.3833,11208.0577,6.2058,159.0142,148.705,995.55,1677.25,1188.5,61.43
2015-06-09,6962.6832,3413.996,11013.74,6.2057,159.185,148.6957,987.21,1658.66,1177.4,60.14
2015-06-08,6981.6123,3458.707,11030.92,6.2056,159.0683,148.667,987.7,1656.85,1172.8,58.14
2015-06-05,6975.5004,3303.988,11144.52,6.2034,158.9534,148.555,989.48,1657.13,1164.6,59.13
2015-06-04,6880.2018,3299.03,10965.41,6.2011,158.8426,148.5414,996.93,1673.52,1176,58
2015-06-03,6871.8148,3238.428,10979.99,6.1978,158.6693,148.4752,995.77,1666.34,1190,59.64
2015-06-02,6851.7341,3258.31,10886.4,6.1982,158.5661,148.4053,1006.08,1682.58,1192.8,61.26
2015-06-01,6639.3315,3244.319,10488.31,6.1994,158.3202,148.3465,1001.65,1683.26,1199.9,60.2
2015-05-29,6293.9139,3111.334,9966.845,6.1983,158.6061,148.3623,1001.85,1682.19,1191.4,60.3
2015-05-28,6240.9392,3124.621,9868.424,6.2012,158.6413,148.536,1000.04,1678.43,1185,57.68
2015-05-27,6680.9892,3344.738,10497.34,6.2013,159.0346,148.6551,996.6,1678.5,1185.85,57.51
2015-05-26,6626.8028,3386.593,10373.58,6.2039,158.984,148.7744,994.38,1678.15,1185.4,58.03
2015-05-25,6420.5665,3349.945,10040.09,6.202,159.305,148.7584,992.33,1676.54,,
2015-05-22,6248.2252,3248.855,9778.171,6.1974,159.138,148.7027,998.16,1677.56,1204.1,59.72
2015-05-21,6125.0601,3150.901,9619.223,6.1968,158.994,148.6796,995.67,1676.6,1205,60.72
2015-05-20,5945.2356,3122.85,9277.331,6.2037,158.9393,148.6428,989.52,1659.39,1210.5,58.98
2015-05-19,5856.844,3116.086,9124.833,6.2066,158.9473,148.6281,1009.42,1679.83,1214.3,57.26
2015-05-18,5676.6924,2998.389,8903.595,6.2043,159.0876,148.6937,1017.65,1691.02,1223.5,59.43
2015-05-15,5621.2568,3060.411,8742.885,6.2061,159.1204,148.4905,1016.69,1700.33,1220.5,59.69
2015-05-14,5684.1059,3128.572,8813.393,6.2016,159.0446,148.3165,1014.68,1695.14,1225,59.88
2015-05-13,5675.7465,3141.296,8824.929,6.2046,158.6995,147.8627,1019.75,1709.63,1210.5,60.5
2015-05-12,5665.1394,3188.313,8745.678,6.2089,158.4401,147.6547,1016.63,1707.97,1191.5,60.75
2015-05-11,5550.3613,3169.134,8558.218,6.2096,158.349,147.4838,1025.56,1723.4,1189.25,59.25
2015-05-08,5329.7916,3110.455,8201.293,6.2094,158.2974,147.3238,1021.8,1719.16,1186,59.39
2015-05-07,5154.8992,3094.883,7903.478,6.2066,157.8199,147.1639,1023.46,1716.24,1187,58.94
2015-05-06,5263.152,3139.02,8082.999,6.2001,157.7688,147.0125,1033.05,1737.79,1194.25,60.93
2015-05-05,5314.8886,3148.813,8199.344,6.206,158.1237,146.984,1024.63,1715.48,1197,60.4
2015-05-04,5519.1104,3272.005,8510.481,6.209,158.2344,146.9736,1019.87,1708.29,,58.93
2015-05-01,,,,,,,,,1175.95,59.15
2015-04-30,5470.8308,3250.49,8469.673,6.2028,158.2929,146.8246,1008.69,1671.43,1180.25,59.63
2015-04-29,5467.9976,3283.282,8428.254,6.1993,157.9947,146.735,996.68,1658.79,1209,58.58
2015-04-28,5384.3032,3282.33,8266.483,6.204,158.0066,146.6667,1007.74,1683.91,1209,57.06
2015-04-27,5508.8168,3308.454,8513.016,6.219,157.8215,146.5471,1007.6,1688.45,1200,56.99
2015-04-24,5419.9956,3223.958,8419.095,6.1935,157.5853,146.4715,991.89,1658.08,1183,57.15
2015-04-23,5438.7748,3273.398,8410.703,6.197,157.9258,146.5606,979.62,1628.48,1185.75,57.74
2015-04-22,5403.9609,3299.221,8323.427,6.194,158.0403,146.5767,983.15,1632.17,1189.25,56.16
2015-04-21,5249.3031,3214.364,8112.687,6.201,158.0908,146.5881,977.41,1610.75,1195.3,55.26
2015-04-20,5087.8646,3164.461,7839.901,6.201,157.7474,146.315,972.32,1615.79,1196.5,56.38
2015-04-17,5186.3157,3235.332,7980.76,6.1978,156.7018,145.7187,974.01,1629.3,1203.35,55.74
2015-04-16,5119.334,3183.302,7912.088,6.1962,156.6833,145.6753,973.09,1626.48,1204.35,56.71
2015-04-15,5009.2,3053.304,7802.747,6.2052,156.4716,145.5732,966.43,1608.46,1192.9,56.39
2015-04-14,5152.3342,3052.407,8119.959,6.2115,156.2173,145.2413,966.52,1617.25,1194.75,53.29
2015-04-13,5141.9369,3041.125,8122.893,6.2167,155.8917,145.1155,969.37,1621.38,1198.9,51.91
2015-04-10,5036.9822,2986.605,7952.189,6.2085,155.7294,144.9494,955.71,1593.39,1207.35,51.64
2015-04-09,4914.0293,2931.772,7746.151,6.2055,155.625,144.8731,961.03,1598.65,1194.8,50.79
2015-04-08,4956.1206,2952.079,7807.997,6.2025,155.6604,144.7802,971.45,1620.34,1207.25,50.42
2015-04-07,4957.6867,2889.452,7863.284,6.196,156.3914,144.8113,974.86,1614.42,1211,53.98
2015-04-06,,,,6.197,,,,,,52.14
2015-04-03,4842.6024,2817.181,7679.01,6.1935,156.5185,144.7187,974.09,1609.83,,
2015-04-02,4763.5682,2781.641,7560.648,6.197,156.7008,144.691,975.69,1609.22,1198.5,49.14
2015-04-01,4705.2927,2799.451,7425.733,6.1985,156.2502,144.5143,974.34,1624.37,1197,50.09
2015-03-31,4598.7378,2754.658,7253.104,6.1995,155.8598,144.3375,973.41,1641.09,1187,47.6
2015-03-30,4611.4025,2784.456,7245.497,6.207,156.2691,144.6378,978.13,1655.06,1185.5,48.68
2015-03-27,4525.8519,2689.24,7155.945,6.215,156.4886,144.7484,983.61,1670.22,1195.75,48.87
2015-03-26,4485.816,2687.762,7074.437,6.2108,156.6379,144.9479,989.62,1679.3,1203.15,51.43
2015-03-25,4511.0926,2649.161,7124.872,6.2121,157.1194,145.2193,986.3,1681.7,1195.6,49.21
2015-03-24,4501.8857,2683.647,7046.123,6.2051,157.1733,145.3395,995.1177,1696.04,1191.5,47.51
2015-03-23,4481.9475,2720.671,7017.154,6.214,157.245,145.4831,989.86,1688.94,1186.25,47.45
2015-03-20,4373.4976,2680.679,6850.897,6.2052,157.2358,145.3816,974.93,1653.02,1183.1,45.72
2015-03-19,4315.8887,2630.243,6782.463,6.196,157.0295,145.3719,974.74,1655.95,1166,43.96
2015-03-18,4301.6797,2649.642,6728.068,6.2294,157.0709,145.3534,970.1,1652.83,1147.25,44.66
2015-03-17,4209.012,2583.198,6618.054,6.2495,157.1355,145.4475,980.24,1679.51,1150.75,43.46
2015-03-16,4148.2057,2550.861,6516.765,6.2625,157.2184,145.5116,982.74,1690.4,1150.75,43.88
2015-03-13,4029.4995,2495.277,6329.576,6.2595,157.5241,145.4883,985.39,1682.47,1152,44.84
2015-03-12,3984.9179,2485.114,6260.137,6.2624,157.86,145.491,987.43,1683.08,1152.25,47.05
2015-03-11,3953.2344,2408.503,6262.892,6.2623,157.7561,145.3794,979.67,1668.51,1150,48.17
2015-03-10,3951.9327,2395.428,6276.485,6.262,157.1674,145.2081,977.31,1665.82,1162,48.29
2015-03-09,3934.1506,2429.867,6212.236,6.264,157.2457,145.2623,984.3,1677.18,1168.5,50
2015-03-06,3870.7088,2371.623,6133.026,6.2625,157.4568,145.2482,985.91,1674.24,1175.75,49.61
2015-03-05,3905.6206,2366.899,6208.988,6.2687,157.7078,145.3352,991.12,1687.31,1202,50.76
2015-03-04,3917.5815,2397.993,6210.421,6.2706,158.1315,145.3908,1001.04,1703.99,1199.5,51.53
2015-03-03,3870.0943,2396.805,6118.656,6.2744,158.1188,145.4098,1003.23,1713.76,1212.75,50.52
2015-03-02,3932.8695,2479.237,6139.792,6.2725,158.2397,145.5647,1010.51,1723.74,1212.5,49.59
2015-02-28,,,,,158.472,145.5081,,,,
2015-02-27,3871.5947,2474.595,6018.463,6.2584,158.3785,145.5061,1005.59,1716.29,1214,49.76
2015-02-26,3845.9309,2478.061,5969.557,,158.5235,145.4692,1004.77,1724.69,1208.25,48.17
2015-02-25,3778.5016,2407.457,5906.538,6.2598,158.6209,145.4289,995.1,1707.56,1204.75,50.99
2015-02-24,,,,6.2545,,,,,1192.5,49.28
2015-02-23,,,,6.2545,,,,,1204.5,49.45
2015-02-20,,,,6.2545,,,,,1208.25,50.34
2015-02-19,,,,6.2545,,,,,1209.5,51.16
2015-02-18,,,,6.2545,,,,,1206,52.14
2015-02-17,3806.6345,2445.26,5911.098,6.2545,158.4625,145.1795,1003.06,1731.67,1209.5,53.53
2015-02-16,3777.7856,2431.21,5869.713,6.2482,158.4587,145.0708,1006.07,1736.92,1229.25,
2015-02-15,,,,,158.2614,144.922,,,,
2015-02-13,3723.4267,2427.474,5769.272,6.2399,158.1456,144.8835,1002.8,1727.46,1232.5,52.78
2015-02-12,3676.1756,2416.449,5681.341,6.244,157.977,144.7578,990.31,1701.13,1222.5,51.21
2015-02-11,3655.3307,2415.128,5641.786,6.2422,157.84,144.6097,992.37,1703.12,1223.75,48.84
2015-02-10,3616.748,2403.548,5580.704,6.2405,157.5093,144.4669,992.02,1708.84,1234.5,50.02
2015-02-09,3558.7899,2366.766,5504.974,6.2467,157.4733,144.3931,990.42,1704.24,1238.5,52.86
2015-02-06,3551.7317,2325.241,5534.785,6.2435,157.3189,144.2395,995.81,1715.53,1241,51.69
2015-02-05,3621.22,2348.921,5654.217,6.2515,157.5063,144.1683,984.69,1697.51,1259.25,50.45
2015-02-04,3646.7561,2372.455,5683.519,6.2472,157.0793,144.0188,987.18,1695.92,1268.5,48.45
2015-02-03,3671.0827,2405.76,5707.476,6.2572,157.046,144.042,985.06,1697.6,1264.25,53.05
2015-02-02,3590.2271,2332.533,5609.389,6.2594,156.8762,144.0832,978.54,1685.98,1272.5,49.57
2015-01-30,3643.7429,2405.38,5632.728,6.2495,156.6248,144.0743,968.25,1671.37,1260.25,48.24
2015-01-29,3691.8513,2442.038,5701.205,6.2463,156.6749,144.0654,977.37,1678.3,1268.75,44.53
2015-01-28,3727.6734,2486.285,5739.919,6.2475,156.8466,144.0895,980.02,1677.02,1288,44.45
2015-01-27,3765.2033,2522.103,5773.816,6.243,157.0817,144.1411,981.21,1678.01,1288.5,46.23
2015-01-26,3774.7591,2562.363,5758.979,6.2535,157.0748,144.1343,973.1,1661.99,1281.25,45.15
2015-01-23,3715.779,2564.514,5633.289,6.2278,156.8245,144.0463,985.76,1690.94,1294.75,45.59
2015-01-22,3728.6869,2544.308,5690.156,6.2085,156.7665,143.989,987.39,1706.67,1295.75,46.31
2015-01-21,3689.6525,2542.318,5611.694,6.2112,156.6067,143.9305,985.53,1697.27,1293.5,47.78
2015-01-20,3557.0899,2403.724,5472.514,6.2135,156.5222,143.8328,978.33,1709.6,1288.75,46.39
2015-01-19,3473.0615,2410.201,5281.895,6.219,156.4364,143.7896,983.76,1725.92,1273.75,
2015-01-16,3695.2903,2653.034,5520.123,6.2065,156.216,143.6339,977.16,1710.22,1277.5,48.69
2015-01-15,3655.1497,2632.89,5449.038,6.187,155.8071,143.4858,976.96,1712.43,1259,46.25
2015-01-14,3579.5579,2534.23,5379.738,6.1955,155.8225,143.395,970.54,1694.07,1235,48.48
2015-01-13,3592.8609,2527.828,5405.091,6.197,155.4417,143.0558,983.47,1731.84,1231.5,45.89
2015-01-12,3567.8895,2543.852,5332.221,6.2027,154.996,142.9003,992.64,1742.69,1226.5,46.07
2015-01-09,3609.9161,2569.019,5409.058,6.2085,154.9136,142.8573,997.49,1765.57,1217.75,48.36
2015-01-08,3627.0515,2558.107,5444.037,6.2143,154.9183,142.7406,1002.31,1774.59,1215.5,48.79
2015-01-07,3683.243,2635.231,5488.242,6.2125,154.8858,142.6267,1002.42,1778.16,1210.5,48.65
2015-01-06,3680.1953,2629.402,5479.864,6.2125,154.8165,142.5474,1006.85,1793.91,1210.25,47.93
2015-01-05,3654.6299,2649.639,5417.017,6.22,154.8531,142.3681,996.78,1771.3,1200,50.04
2015-01-04,,,,,154.8306,142.3006,,,,
2015-01-02,,,,6.2045,,,,,1172,52.69
2014-12-31,3573.4819,2581.567,5322.714,6.2015,154.7911,142.2167,1008.5,1794.48,1199.25,53.27
2014-12-30,3514.6842,2523.627,5275.085,6.2015,154.8037,142.1383,1007.9,1777.26,1206,54.12
2014-12-29,3543.907,2481.663,5367.637,6.2217,154.832,142.0682,991.35,1749.28,1185.5,53.61
2014-12-26,3566.9275,2464.819,5422.751,6.2148,154.7117,141.9085,982.35,1737.87,,54.73
2014-12-25,3490.7739,2359.655,5364.563,6.2148,154.686,141.7016,981.87,1740.83,,
2014-12-24,3402.8249,2270.883,5262.365,6.2153,154.7683,141.5113,981.25,1744.92,1177,55.84
2014-12-23,3427.023,2374.954,5193.722,6.2258,154.2712,141.335,976.47,1736.06,1175.75,57.12
2014-12-22,3498.8571,2426.684,5305.209,6.2216,153.8563,141.2317,987.18,1758.02,1195.25,55.26
2014-12-19,3571.3831,2390.28,5524.122,6.2199,153.7572,141.0878,991.74,1764.32,1195.5,56.52
2014-12-18,3569.9189,2364.041,5558.045,6.2145,153.3958,141.0483,987.46,1746.96,1199,54.11
2014-12-17,3582.4769,2383.948,5557.286,6.197,153.5022,141.0695,986.82,1754.46,1195.75,56.47
2014-12-16,3569.1121,2299.278,5606.693,6.1895,153.3729,141.1286,993.55,1758.26,1202.5,55.93
2014-12-15,3518.0572,2201.536,5583.597,6.1912,153.1171,141.3718,1004.6,1779.73,1209.25,55.91
2014-12-12,3475.3887,2193.287,5493.2,6.1864,153.325,141.2829,1001.83,1780.75,1217,57.81
2014-12-11,3450.6997,2193.542,5454.443,6.1886,153.4485,141.2896,995.85,1766.23,1216.25,59.95
2014-12-10,3445.5359,2254.823,5374.097,6.1766,153.5653,141.1034,998.18,1771.97,1229,60.94
2014-12-09,3322.1788,2182.693,5195.406,6.1878,153.0772,141.239,991.22,1771.06,1227,63.82
2014-12-08,3484.9839,2298.849,5412.674,6.173,152.9535,142.7918,992.36,1764.39,1193,63.05
2014-12-05,3402.2204,2200.253,5333.892,6.1495,153.0446,143.1916,998.98,1779.48,1194,65.84
