日期,M0330255,K0182681,T1807286,M0340585,M0051559,M0051566,S0105896,S0105899,S0031645,M0000005
2022-08-11,5288.7939,2787.0631,6439.3586,,212.0337,217.535,2225.34,5723.52,,
2022-08-10,5203.1167,2730.9608,6322.0558,6.72375,212.0437,217.5474,2188.01,5591.73,1795.05,91.93
2022-08-09,5227.814,2764.068,6341.4806,6.75265,211.999,217.5242,2197.86,5596.16,1795.25,90.5
2022-08-08,5211.2627,2761.1571,6323.0746,6.75115,212.0929,217.5825,2195.79,5632.46,1784.05,90.76
2022-08-05,5184.1265,2774.3351,6270.5113,6.7612,212.1342,217.4877,2168.98,5611.2,1773.25,89.01
2022-08-04,5108.2407,2741.0872,6158.7346,6.7493,212.307,217.4375,2144.17,5467.05,1783.2,88.54
2022-08-03,5064.6743,2710.7238,6124.3146,6.758,212.1131,217.3032,2187.45,5575.27,1761.25,90.66
2022-08-02,5106.2051,2730.7553,6169.9961,6.7526,212.0114,217.2027,2202.11,5640.2,1779.75,94.42
2022-08-01,5243.7412,2781.6822,6347.2211,6.7688,211.8966,217.0677,2207.22,5641.39,1772.4,93.89
2022-07-29,5212.4263,2792.3287,6294.1144,6.7445,211.5146,216.8622,2194.92,5559.6,1753.4,98.62
2022-07-28,5261.1455,2827.1067,6348.1655,6.747,211.171,216.7557,2189.9,5566.66,1753.5,96.42
2022-07-27,5244.4736,2829.9217,6332.2327,6.759,211.2968,216.7147,2115.41,5367.85,1714.05,97.26
2022-07-26,5235.5039,2854.6387,6307.956,6.7638,211.2304,216.6306,2132.57,5408.95,1720.05,94.98
2022-07-25,5184.7227,2837.2596,6231.2355,6.75095,211.0634,216.5033,2076.73,5247.08,1718.9,96.7
2022-07-22,5227.0732,2848.436,6289.5325,6.75145,210.9426,216.3374,2072.73,5194.26,1736.95,94.7
2022-07-21,5238.7979,2836.6615,6347.5984,6.76675,211.0516,216.2693,2049.71,5126.44,1705.1,96.35
2022-07-20,5281.1787,2874.0775,6410.7088,6.7545,210.8949,216.1647,2061.05,5147.87,1709.3,99.88
2022-07-19,5241.2861,2865.6029,6335.7093,6.74425,210.6881,216.0668,2039.02,5040.26,1713.05,104.22
2022-07-18,5236.2427,2878.6393,6312.3557,6.74325,210.6728,215.9756,2064.16,5084.33,1719.05,102.6
2022-07-15,5159.5005,2839.3936,6196.7999,6.7572,210.5546,215.8326,1964.4,4836.28,1706.15,97.59
2022-07-14,5233.8618,2895.299,6302.4319,6.7547,210.4238,215.7363,2043.01,5111.8,1700.7,95.78
2022-07-13,5211.1401,2914.2949,6268.4943,6.7187,210.2217,215.6335,2078.68,5263.8,1724.6,96.3
2022-07-12,5183.8301,2922.0045,6241.4793,6.7248,210.1019,215.5096,2099.45,5256.88,1730.7,95.84
2022-07-11,5245.2739,2942.2959,6319.1402,6.7185,209.8627,215.4283,2145,5398.83,1740,104.09
2022-07-08,5319.0015,2993.3063,6404.4393,6.69455,209.6768,215.2988,2155.61,5438.88,1738.2,104.79
2022-07-07,5336.9131,2989.2081,6452.9863,6.7005,209.7479,215.2531,2177.16,5455.31,1747.95,102.73
2022-07-06,5300.9619,2996.7279,6418.5453,6.7075,209.7342,215.2,2191.87,5449.21,1754.3,98.53
2022-07-05,5368.7227,3052.1113,6511.5297,6.71975,209.6247,215.1292,2240.35,5482.98,1772,99.5
2022-07-04,5385.978,3050.1516,6523.1311,6.70055,209.678,215.1307,2233.29,5430.44,1808.4,110.41
2022-07-01,5340.4512,3045.2687,6438.5375,6.7015,209.8972,215.1097,2240.14,5512.75,1797.45,108.43
2022-06-30,5355.3599,3058.3976,6454.0778,6.6986,209.8411,215.0317,2304.73,5719.88,1817,105.76
2022-06-29,5282.4185,3009.2359,6374.2974,6.7005,209.6855,215.0023,2316.53,5720.77,1817.75,109.78
2022-06-28,5383.9717,3039.4133,6501.352,6.7075,209.6451,214.9789,2334.15,5790.28,1819.05,111.76
2022-06-27,5320.7534,3013.948,6407.7447,6.6918,209.7162,215.0155,2283.94,5663.91,1826.3,109.57
2022-06-24,5268.5293,2974.7537,6368.2827,6.6898,210.0349,215.0021,2231.22,5532.36,1825.45,107.62
2022-06-23,5206.7368,2935.8829,6300.4746,6.699,210.1519,214.9729,2297.86,5726.46,1841.9,104.27
2022-06-22,5108.8716,2892.2861,6179.57,6.6988,210.1234,214.9048,2276.45,5647.19,1841.85,106.19
2022-06-21,5172.7832,2926.475,6277.0014,6.6895,210.0701,214.8558,2328.37,5802.18,1840.25,109.52
2022-06-20,5194.2451,2924.9151,6330.3942,6.6925,210.081,214.8258,2316.14,5748.97,1836.5,
2022-06-17,5157.6523,2936.1999,6316.3092,6.71665,210.1559,214.7402,2406.29,5987.76,1841.55,109.56
2022-06-16,5098.9443,2891.3354,6264.822,6.70445,210.0815,214.6351,2438.25,6152.65,1826.5,117.59
2022-06-15,5099.0488,2923.9889,6261.0613,6.7142,209.9979,214.5938,2449.48,6146.17,1823.75,115.31
2022-06-14,5072.2256,2882.7031,6275.5652,6.74095,210.0235,214.5639,2501.48,6266.92,1818.3,118.93
2022-06-13,5047.3887,2844.7236,6233.6194,6.7546,210.0673,214.5411,2510.23,6307.64,1830.85,120.93
2022-06-10,5068.269,2899.5785,6240.1032,6.70905,210.0949,214.4665,2541.92,6458,1830,120.67
2022-06-09,4981.1206,2868.4236,6130.6862,6.6925,210.0472,214.3718,2547.99,6492.06,1844.85,121.51
2022-06-08,5048.3862,2879.3113,6217.8276,6.68375,209.95,214.2842,2565.82,6522.61,1852.95,122.11
2022-06-07,5019.2007,2846.8098,6186.5672,6.6705,209.916,214.2808,2543.46,6453.48,1849.6,119.41
2022-06-06,5017.0615,2825.6505,6187.4441,6.65395,209.8791,214.3685,2545,6472.31,1847.2,118.5
2022-06-03,,,,6.6603,,,,,,118.87
2022-06-02,4920.2983,2790.3164,6078.4349,6.6601,209.9673,214.4224,2518.99,6470.33,,116.87
2022-06-01,4887.3809,2798.0681,6023.644,6.68615,210.0088,214.4597,2500.53,6361.31,1844.9,115.26
2022-05-31,4882.7134,2813.2188,6026.2373,6.67175,210.0714,214.529,2512.62,6369.6,1838.7,114.67
2022-05-30,4814.9238,2778.4507,5942.8317,6.6602,210.3747,214.5931,2481.53,6314.22,1854.95,116.86
2022-05-27,4773.332,2763.0717,5899.915,6.6993,210.5358,214.5244,2469.97,6230.78,1851.8,115.07
2022-05-26,4770.4072,2744.8984,5911.5607,6.7375,210.4852,214.4472,2430.24,6100.31,1848.25,114.09
2022-05-25,4745.3965,2743.4166,5844.2546,6.6898,209.9801,214.3596,2435.05,6151.69,1847.2,110.33
2022-05-24,4691.0728,2734.1923,5745.6751,6.65375,209.8532,214.3258,2406.46,6088.48,1867.1,109.77
2022-05-23,4845.6699,2782.5478,5965.7277,6.65,209.7915,214.2427,2447.25,6221.7,1856.2,110.29
2022-05-20,4832.0273,2807.942,5929.4882,6.693,209.5723,214.1152,2448.26,6222.78,1834.2,110.28
2022-05-19,4753.9502,2744.545,5838.4074,6.71245,209.6516,214.0529,2416.83,6116.82,1844,112.21
2022-05-18,4728.564,2745.5279,5797.4896,6.7535,209.5658,213.9497,2403.17,6018.89,1810.65,109.59
2022-05-17,4731.8604,2756.74,5816.3379,6.7342,209.3979,213.8349,2451.44,6160.49,1825,112.4
2022-05-16,4692.6738,2720.4055,5791.0809,6.78615,209.2757,213.7384,2434.47,6163.34,1809.5,114.2
2022-05-13,4708.29,2748.2369,5796.8014,6.7858,209.2665,213.5819,2413.64,6138.51,1811.55,110.49
2022-05-12,4674.2251,2721.7699,5743.1007,6.7828,209.2597,213.4672,2383.92,6052.18,1837.05,106.13
2022-05-11,4673.3125,2741.2324,5737.8173,6.72165,209.109,213.3638,2395.38,6157.97,1851.95,105.71
2022-05-10,4622.0884,2718.3706,5690.0868,6.7348,209.1861,213.2843,2366.59,6035.39,1857.35,99.76
2022-05-09,4558.0654,2695.1325,5608.5162,6.73,209.0457,213.1933,2414.95,6129.11,1860.9,103.09
2022-05-07,,,,,208.9281,213.0935,,,,
2022-05-06,4548.4785,2719.7611,5563.7693,6.6661,208.8795,213.0482,2440.88,6236.97,1882.35,109.77
2022-05-05,4641.7261,2800.9291,5686.7023,6.65575,208.8803,212.9821,2486.8,6459.84,1892.3,108.26
2022-05-04,,,,6.6085,,,,,1863.65,107.81
2022-05-03,,,,6.6085,,,,,1869.7,102.41
2022-05-02,,,,6.6085,,,,,,105.17
2022-04-29,4610.7866,2805.3359,5627.9021,6.6085,208.7414,212.8128,2487.75,6513.5,1911.3,104.69
2022-04-28,4465.1904,2769.7122,5418.7641,6.62655,208.61,212.7676,2445.42,6430.1,1888.5,105.36
2022-04-27,4468.8984,2734.5403,5437.0374,6.56,208.7821,212.7494,2438.04,6385.14,1885.8,102.02
2022-04-26,4319.2905,2681.0281,5234.0059,6.5566,208.88,212.6932,2411.74,6312.48,1904.6,101.7
2022-04-25,4401.3652,2683.4127,5369.7171,6.55935,208.8602,212.6205,2390.33,6266.48,1895,98.54
2022-04-24,,,,,208.7253,212.5717,,,,
2022-04-22,4683.9014,2814.1273,5740.9844,6.5015,208.659,212.5479,2491,6616.47,1941.55,102.07
2022-04-21,4696.0176,2797.5293,5759.8013,6.4505,208.6819,212.4832,2521.3,6669.92,1943.7,103.79
2022-04-20,4830.9829,2835.3517,5956.9208,6.4192,208.5316,212.4701,2510.69,6682.38,1949.55,102.19
2022-04-19,4909.6665,2861.567,6092.3963,6.3935,208.5735,212.4783,2527.02,6655.72,1964,102.56
2022-04-18,4918.6484,2887.7208,6074.0069,6.3628,208.4944,212.4396,2536.94,6693.11,,108.21
2022-04-15,4918.2358,2930.5784,6070.7489,6.3716,208.8256,212.4008,2524.27,6671.55,,
2022-04-14,4954.7026,2928.5962,6126.4902,6.3784,208.7738,212.3265,2490.01,6579.85,1963.25,106.95
2022-04-13,4896.9531,2882.2788,6044.3263,6.3682,208.6515,212.2089,2458.64,6509.7,1976.75,104.25
2022-04-12,4965.2412,2894.2583,6126.9065,6.3621,208.5917,212.1446,2462.48,6564.32,1960.85,100.6
2022-04-11,4882.6587,2846.38,6029.8935,6.3665,208.6133,212.0912,2404.6,6384.03,1951.55,94.29
2022-04-08,5042.1172,2925.4913,6224.1167,6.3615,208.6805,211.9664,2435.19,6579.41,1941.4,98.26
2022-04-07,5039.9453,2902.4818,6221.5908,6.3569,208.6778,211.8542,2424.06,6548.14,1932.4,96.03
2022-04-06,5128.8027,2931.1983,6356.9271,6.3593,208.4251,211.7462,2479.33,6668.85,1930.15,96.23
2022-04-05,,,,6.36325,,,,,1944.05,101.96
2022-04-04,,,,6.363,,,,,1930.3,103.28
2022-04-02,,,,,208.2182,211.5831,,,,
2022-04-01,5131.5835,2943.2437,6364.5206,6.3625,208.1149,211.511,2438.14,6644.44,1929.4,99.27
2022-03-31,5095.6079,2898.8261,6324.9609,6.3398,207.9441,211.4078,2447.05,6561.5,1942.15,100.28
2022-03-30,5136.3721,2915.4906,6377.8744,6.34765,207.991,211.3257,2462.33,6613.26,1933.85,107.82
2022-03-29,5017.6772,2842.1531,6253.0692,6.3607,207.8108,211.2916,2442.88,6514.92,1910,104.24
2022-03-28,5043.7026,2853.1819,6283.2814,6.37215,207.8096,211.2454,2454.79,6513.96,1937.05,105.96
2022-03-25,5068.1313,2856.4277,6268.2376,6.3663,207.6837,211.1525,2487.42,6593.17,1953.8,113.9
2022-03-24,5138.3662,2903.617,6344.115,6.36775,207.5674,211.1248,2446.9,6432.22,1965.2,112.34
2022-03-23,5178.5728,2916.5081,6398.1009,6.3725,207.4074,211.1127,2407.18,6312.87,1931.75,114.93
2022-03-22,5154.3003,2900.7676,6358.1093,6.3663,207.3785,211.1041,2397.5,6222.41,1915.25,109.27
2022-03-21,5163.1719,2892.1069,6358.943,6.3524,207.6041,211.1004,2376.29,6271.9,1935.05,112.12
2022-03-18,5140.3975,2913.1854,6332.2166,6.3614,207.6879,211.0409,2390.17,6324.69,1935.8,104.7
2022-03-17,5095.8696,2877.2192,6267.5244,6.347,207.5771,210.9899,2327.45,6234.18,1949.65,102.98
2022-03-16,5003.8247,2827.7497,6156.2714,6.35265,207.5489,210.9992,2344.5,6274.64,1913.2,95.04
2022-03-15,4822.1343,2702.8532,5964.9813,6.37055,207.4825,211.0614,2286.91,6040.68,1913.65,96.44
2022-03-14,5062.0039,2851.8769,6323.5779,6.36565,208.077,211.1384,2337.87,6035.92,1954.05,103.01
2022-03-11,5208.5063,2935.684,6474.1269,6.3393,207.656,210.9047,2406.44,6271.13,1978.7,109.33
2022-03-10,5181.6675,2933.4611,6414.9402,6.3223,207.1966,210.9835,2429.81,6360.41,1996.6,106.02
2022-03-09,5091.022,2907.1781,6305.6093,6.3174,207.2487,211.0829,2527.89,6401.99,1988.9,108.7
2022-03-08,5148.6206,2933.1637,6429.8888,6.31865,207.4448,211.2092,2495.96,6431.19,2039.05,123.7
2022-03-07,5286.4106,2974.6762,6659.3902,6.3173,207.3681,211.2465,2477.43,6463.98,1980.95,119.4
2022-03-04,5423.3247,3062.3824,6803.8337,6.3193,207.2835,211.2314,2350.13,6143.99,1945.3,115.68
2022-03-03,5489.1416,3097.0887,6859.5522,6.3202,207.2043,211.3165,2374.69,6131.48,1929.6,107.67
2022-03-02,5519.8223,3107.2405,6875.2404,6.3215,207.4209,211.4197,2303.08,5963.61,1928.5,110.6
2022-03-01,5542.7778,3125.6905,6874.0447,6.31185,207.5937,211.4383,2248.92,5881.25,1922,103.41
2022-02-28,5510.0757,3080.7774,6853.3081,6.3089,207.8028,211.449,2214.77,5772.93,1909.85,95.72
2022-02-25,5492.999,3075.5872,6819.4311,6.3175,207.6569,211.3686,2187.72,5659.2,1884.8,91.59
2022-02-24,5439.8687,3059.6409,6764.8756,6.3288,207.5332,211.3618,2229.87,5734.85,1936.3,92.81
2022-02-23,5556.1631,3118.0376,6887.4236,6.3139,207.4202,211.3459,2198.51,5776.7,1904.7,92.1
2022-02-22,5473.8442,3102.3249,6784.7622,6.3263,207.2627,211.3387,2189.01,5733.81,1900.1,91.91
2022-02-21,5534.7891,3144.8649,6867.1129,6.33525,207.3478,211.4224,2177.69,5816.82,1894.45,91.59
2022-02-18,5517.7168,3162.8215,6835.0217,6.3256,207.8153,211.4404,2164.24,5763.83,1893.6,91.07
2022-02-17,5487.1396,3139.1771,6768.7888,6.3384,207.9228,211.4173,2137.17,5685.11,1893.45,91.76
2022-02-16,5475.8062,3136.0821,6772.0336,6.3337,207.7643,211.367,2155.34,5811.9,1862.6,93.66
2022-02-15,5443.8359,3119.9276,6760.2776,6.3393,207.7047,211.3721,2157.11,5728.6,1848.55,92.07
2022-02-14,5385.7925,3103.997,6695.6958,6.3572,207.6642,211.3918,2187.55,5918.74,1866.15,95.46
2022-02-11,5425.4336,3142.9117,6745.0235,6.3546,207.751,211.3729,2163.43,5985.78,1831.15,93.1
2022-02-10,5496.2217,3145.1126,6840.485,6.3531,208.4545,211.5258,2188.45,6077.1,1835.35,89.88
2022-02-09,5512.897,3139.5636,6843.0271,6.3627,208.4191,211.4954,2152.54,5896.97,1827.8,89.66
2022-02-08,5444.1621,3116.5048,6742.1921,6.36655,208.56,211.4604,2188.58,6002.75,1822.6,89.36
2022-02-07,5437.9302,3114.2603,6676.6122,6.3588,208.5221,211.4395,2179.81,5941.86,1813.55,91.32
2022-02-04,,,,6.3577,,,,,1804.7,92.31
2022-02-03,,,,6.3648,,,,,1792.7,90.27
2022-02-02,,,,6.3577,,,,,1803.65,88.26
2022-02-01,,,,6.3577,,,,,1799.85,88.2
2022-01-31,,,,6.3577,,,,,1795.25,88.15
2022-01-30,,,,,208.592,211.2398,,,,
2022-01-29,,,,,208.5383,211.1479,,,,
2022-01-28,5359.2461,3054.0209,6580.53,6.3577,208.4319,211.0986,2136.7,5917.14,1788.15,86.82
2022-01-27,5384.0767,3119.2386,6605.9159,6.3648,208.157,211.0525,2108.34,5731.68,1806.75,86.61
2022-01-26,5518.1216,3163.6743,6782.5763,6.3209,208.3081,211.0431,2111.84,5769.41,1835.95,87.35
2022-01-25,5483.0464,3144.949,6743.9566,6.3262,208.5811,211.008,2096.53,5729.83,1847.3,85.6
2022-01-24,5652.9922,3209.7445,6979.2456,6.33075,208.7142,210.9299,2100.91,5714.23,1831.6,83.31
2022-01-21,5641.7495,3218.7352,6976.6155,6.33875,208.2529,210.7762,2113.35,5799.04,1837.6,85.14
2022-01-20,5703.1323,3233.7011,7056.7854,6.34105,207.9777,210.7026,2119.31,5768.41,1845.35,85.55
2022-01-19,5733.5049,3187.1921,7118.762,6.3451,207.9473,210.6227,2092.26,5681.85,1826.95,86.96
2022-01-18,5773.2046,3187.5244,7163.1586,6.35295,207.5983,210.4306,2075.79,5597.27,1817.25,85.43
2022-01-17,5765.7837,3147.6987,7157.8593,6.34835,207.0502,210.3557,2054.96,5552.11,1817.85,84.29
2022-01-14,5700.3276,3139.0453,7081.1408,6.35275,206.9423,210.2183,2081.52,5671.02,1822.95,83.82
2022-01-13,5722.3853,3184.1069,7097.7594,6.3596,206.9014,210.1816,2070.18,5643.74,1820.35,82.12
2022-01-12,5809.729,3236.3081,7196.9327,6.3585,206.8457,210.1274,2069.4,5667.27,1821.4,82.64
2022-01-11,5741.6802,3214.5287,7135.2232,6.374,206.6819,210.0388,2043.72,5579.1,1806.8,81.22
2022-01-10,5792.7036,3236.1163,7191.4511,6.3761,206.5212,209.9892,2033.1564,5468.9741,1794.2,78.23
2022-01-07,5764.9707,3223.267,7175.676,6.3771,206.3415,209.8709,2043.61,5514.19,1792.6,78.9
2022-01-06,5807.8511,3210.3853,7229.9601,6.3826,206.3621,209.8467,2017.59,5474.29,1789.35,79.46
2022-01-05,5819.9868,3254.2793,7222.6747,6.3639,206.5495,209.8043,2017.39,5425.16,1826.25,77.85
2022-01-04,5907.1909,3264.0657,7354.4562,6.37255,206.594,209.738,1997.8233,5381.2896,1811.4,76.99
2022-01-03,,,,6.3526,,,,,,76.08
2021-12-31,5919.3984,3274.3209,7359.4024,6.3526,206.6107,209.552,1989.47,5343.07,1820.1,75.21
2021-12-30,5884.1489,3261.7937,7310.96,6.3731,206.6462,209.4961,1978.65,5305.59,1805.85,76.99
2021-12-29,5835.2651,3240.8452,7247.7741,6.3643,206.3913,209.4135,1975.7,5294.2,1794.25,76.56
2021-12-28,5886.8496,3303.4002,7286.0336,6.36865,206.2122,209.3248,1979.53,5313.54,,75.98
2021-12-27,5844.8813,3278.4365,7272.7493,6.3676,206.0475,209.2875,1957.88,5298.7,,75.57
2021-12-24,5845.1006,3290.2357,7278.7556,6.36765,205.8655,209.2039,1998.13,5457.2,1786.05,73.09
2021-12-23,5909.4033,3287.1877,7337.19,6.37025,205.8414,209.1949,1979.16,5418.82,1805.2,73.79
2021-12-22,5891.3955,3260.5711,7302.463,6.3699,205.6077,209.1383,1957.96,5371.6,1792.8,72.76
2021-12-21,5873.5225,3273.0313,7275.4675,6.3721,205.4597,209.1525,1947.15,5368.11,1793.75,71.12
2021-12-20,5815.7769,3255.3515,7195.9732,6.3757,205.4747,209.1922,1924.73,5303.83,1796.3,68.61
2021-12-17,5905.7598,3278.8985,7314.5601,6.3754,205.4602,209.1107,1961.15,5362.72,1807.7,70.86
2021-12-16,5984.5181,3330.8561,7380.9974,6.3683,205.359,209.0634,1954.49,5319.95,1795.7,72.38
2021-12-15,5946.5879,3318.9801,7314.2586,6.36755,205.4098,209.0442,1921.1,5213.93,1768.65,70.87
2021-12-14,5977.6509,3350.4973,7324.1331,6.367,205.393,209.0058,1932.78,5228.01,1776.9,70.73
2021-12-13,5998.8242,3366.0678,7353.0306,6.3635,205.2761,208.9852,1955.29,5290.82,1787.8,71.29
2021-12-10,5966.8418,3353.6302,7306.646,6.369,205.3213,208.8801,1918.3,5189.14,1779.75,71.67
2021-12-09,5966.0537,3360.1836,7320.3177,6.3776,205.1828,208.8392,1928.79,5189.36,1776.15,70.94
2021-12-08,5915.0967,3304.708,7302.9905,6.344,205.2083,208.8093,1934.65,5246.88,1783.8,72.36
2021-12-07,5826.0215,3254.4994,7206.8257,6.3663,205.3453,208.7934,1936.89,5272.69,1781.35,72.05
2021-12-06,5847.1958,3228.1422,7240.4558,6.3763,205.4841,208.7475,1900.85,5140.61,1778.65,69.49
2021-12-03,5898.1987,3221.4223,7301.9173,6.3764,204.8871,208.5925,1900.34,5186.98,1767.55,66.26
2021-12-02,5851.4707,3190.8718,7229.988,6.377,205.0176,208.5635,1879.06,5125.42,1765,66.5
2021-12-01,5873.4805,3180.418,7272.837,6.368,205.1735,208.5008,1909.32,5203.9,1789.25,65.57
2021-11-30,5858.5244,3165.3496,7252.7552,6.3646,205.2564,208.444,1885.94,5106.71,1804.4,66.18
2021-11-29,5853.2344,3187.0485,7221.8978,6.388,205.311,208.4432,1921.7,5123.13,1785.95,69.95
2021-11-26,5839.6328,3187.3579,7219.8622,6.3929,205.309,208.3394,1932.25,5052.35,1800.8,68.15
2021-11-25,5857.3442,3218.0514,7233.5423,6.3862,204.9892,208.288,1983.93,5225.12,1788.15,78.1
2021-11-24,5871.7725,3231.8354,7256.1117,6.3923,204.9438,208.2284,1983.82,5205.64,1782.05,78.39
2021-11-23,5873.4526,3224.1546,7261.3791,6.3917,204.6757,208.1612,1934.1,5048.81,1789.15,78.5
2021-11-22,5873.104,3212.1514,7255.0736,6.3848,204.6958,208.1052,1920.01,4945.65,1816.05,76.75
2021-11-19,5809.4834,3212.9077,7169.8759,6.387,204.5027,208.0257,1924.36,4906.43,1861.1,75.94
2021-11-18,5743.3965,3173.3758,7084.6827,6.3856,204.5616,207.9789,1879.7,4734.12,1860.3,79.01
2021-11-17,5778.2954,3208.7759,7104.5344,6.378,204.441,207.9207,1909.5,4849.84,1864.9,78.36
2021-11-16,5730.519,3222.1731,7045.9387,6.39285,204.451,207.8717,1905.35,4821.83,1859.2,80.76
2021-11-15,5757.4922,3221.6866,7098.2129,6.3828,204.4015,207.8265,1898.04,4857.12,1859.9,80.88
2021-11-12,5773.4028,3220.5481,7156.6127,6.3793,204.2102,207.721,1925.85,4919.64,1860.55,80.79
2021-11-11,5755.4717,3233.3702,7119.8589,6.3905,204.1752,207.7022,1952.74,5038.92,1857.9,81.59
2021-11-10,5688.4155,3170.4046,7062.3313,6.3885,204.396,207.6881,1926.06,4867.28,1859.4,81.34
2021-11-09,5704.2837,3186.9577,7081.7539,6.3921,204.402,207.6375,1925.73,4930.05,1827.3,84.15
2021-11-08,5670.5869,3196.2701,7026.9715,6.3907,204.4628,207.6507,1938.31,4948.26,1822.35,81.93
2021-11-05,5645.3477,3201.5462,6991.9077,6.39885,204.444,207.5391,1910.74,4898.11,1801.85,81.27
2021-11-04,5693.2651,3207.2639,7073.8522,6.3975,204.0035,207.4222,1922.84,4985.51,1796.15,78.81
2021-11-03,5631.168,3181.4505,7017.8541,6.4067,203.8749,207.334,1970.68,5098.43,1763.45,80.86
2021-11-02,5636.4702,3212.0258,6985.0998,6.4,203.8791,207.2088,1945.11,4952.79,1790.45,83.91
2021-11-01,5693.3169,3250.915,7060.756,6.3977,203.6077,207.1149,1957.19,5158.79,1793.8,84.05
2021-10-29,5679.895,3267.2491,7022.4992,6.4055,203.2315,206.9904,1982.7,5242.54,1769.15,83.57
2021-10-28,5605.6665,3239.6104,6950.2768,6.392,203.1557,206.8812,2006.87,5368.62,1803.5,82.81
2021-10-27,5679.355,3247.0966,7048.604,6.3924,203.002,206.7922,2032.68,5395.21,1795.25,82.66
2021-10-26,5739.4102,3290.0363,7102.4335,6.3825,202.9321,206.6986,2085.51,5568.87,1785.55,84.65
2021-10-25,5757.3022,3312.3031,7103.9856,6.3858,202.8439,206.6202,2068.99,5494.64,1805.25,83.76
2021-10-22,5709.5728,3318.1275,7026.0676,6.3844,202.8445,206.5024,2052.25,5535.73,1808.25,83.76
2021-10-21,5718.9907,3278.5419,7098.2542,6.3934,202.8822,206.4398,2066.5,5539.59,1779.3,82.5
2021-10-20,5718.8047,3254.9981,7118.7959,6.393,202.6175,206.3848,2108.18,5735.03,1778,83.42
2021-10-19,5723.6479,3256.668,7120.3794,6.3828,202.4124,206.3174,2152.03,5909.53,1779.55,82.96
2021-10-18,5677.957,3229.6313,7068.1048,6.42985,202.0528,206.3407,2153.58,5900.06,1767.85,82.44
2021-10-15,5680.0625,3294.8333,7024.1596,6.4342,202.8883,206.3363,2129.45,5854,1772.65,82.28
2021-10-14,5663.1406,3270.692,7008.3326,6.43975,203.0442,206.3044,2104.36,5809.75,1798.7,81.31
2021-10-13,5660.0674,3292.7624,6981.5947,6.4283,203.044,206.2829,2085.77,5713.5,1785.7,80.44
2021-10-12,5603.4136,3259.3796,6952.1903,6.44895,203.1056,206.2809,2109.65,5803.45,1767.75,80.64
2021-10-11,5690.879,3276.4071,7090.4673,6.4506,203.2307,206.3365,2124.94,5925.59,1757.65,80.52
2021-10-09,,,,,203.64,206.4018,,,,
2021-10-08,5701.248,3256.2613,7091.3356,6.444,203.7051,206.4122,2078.99,5799.94,1773.25,79.35
2021-10-07,,,,6.44675,,,,,1762.1,78.3
2021-10-06,,,,6.4457,,,,,1759.7,77.43
2021-10-05,,,,6.4457,,,,,1753.2,78.93
2021-10-04,,,,6.44685,,,,,1754.55,77.62
2021-10-01,,,,6.4457,,,,,1757.05,75.88
2021-09-30,5660.4207,3196.9905,7103.6076,6.4448,203.8549,206.212,2022.31,5661.17,1742.8,75.03
2021-09-29,5574.5267,3199.2259,7010.2192,6.4673,203.8499,206.1507,1992.66,5623.27,1737.15,74.83
2021-09-28,5689.186,3211.1538,7198.8966,6.45975,203.7152,206.1813,2004.3,5593.09,1733.75,75.29
2021-09-27,5684.4413,3199.9747,7170.5899,6.457,203.769,206.1936,1986.53,5629.86,1755.3,75.45
2021-09-26,,,,,203.7739,206.2326,,,,
2021-09-24,5751.4333,3145.112,7380.3843,6.4665,203.7856,206.1854,1971.06,5587.07,1746.8,73.98
2021-09-23,5797.335,3127.8207,7502.8391,6.4589,203.8372,206.1971,1967.3,5588.88,1750,73.3
2021-09-22,5770.2285,3122.3371,7453.6247,6.4623,203.7399,206.1835,1956.29,5606.78,1773.4,72.23
2021-09-21,,,,6.466,,,,,1774.45,70.49
2021-09-20,,,,6.466,,,,,1757.75,70.29
2021-09-18,,,,,203.5432,206.1196,,,,
2021-09-17,5772.7995,3161.9221,7395.5645,6.4657,203.4602,206.1045,1924.68,5478,1755.95,71.97
2021-09-16,5751.9049,3128.5886,7446.9353,6.4571,203.3295,206.1085,1947.23,5579.54,1747.95,72.61
2021-09-15,5858.7769,3146.6337,7592.3059,6.4325,203.2785,206.0971,1956.02,5621.23,1796.95,72.61
2021-09-14,5867.8439,3188.2607,7556.6157,6.4381,203.3011,206.1136,1950.43,5641.32,1792.75,70.46
2021-09-13,5926.7779,3242.0364,7648.7481,6.4516,203.3905,206.1281,1957.07,5743.15,1793.9,70.45
2021-09-10,5927.8089,3252.3246,7607.6749,6.44435,203.4812,206.0615,1956.84,5775.74,1794.6,69.72
2021-09-09,5901.0128,3204.2782,7617.4505,6.4519,203.433,206.0903,1971.4,5760.47,1788.25,68.14
2021-09-08,5891.8479,3213.2567,7544.0411,6.4615,203.4649,206.1086,1953.56,5681.68,1786,69.3
2021-09-07,5893.545,3248.0524,7498.9255,6.4668,203.5672,206.1002,1970.1,5707.17,1802.15,68.35
2021-09-06,5811.4242,3211.198,7355.4013,6.4582,203.7886,206.0861,1944.56,5645.36,1821.6,68.93
2021-09-03,5722.9864,3175.8791,7278.6809,6.4545,203.7558,206.0173,1952.42,5702.92,1823.7,69.29
2021-09-02,5754.858,3167.0972,7307.0084,6.4566,203.7926,205.9962,1930.91,5634.29,1812.55,69.99
